Places,Places without underlines and Fl Oc,Formatted address,Latitude,Longitude,Postal code,City,Country,Region,Department,Department number
(dc Dublinen,,"Dublin, Ireland",53.3498053,-6.2603097,,Dublin,Ireland,County Dublin,,
Montalto (qualis It.),,"52020 Montalto, Province of Arezzo, Italy",43.4994498,11.6634274,52020,Montalto,Italy,Tuscany,Province of Arezzo,AR
Overmeire (Fl Or),,"Overmere, 9290 Berlare, Belgium",51.0465707,3.9466434,9290,Berlare,Belgium,Flanders,East Flanders,OV
Cranenburg (Rheinland),,"47559 Kranenburg, Germany",51.7864824,6.0098603,47559,Kranenburg,Germany,North Rhine-Westphalia,Düsseldorf,Düsseldorf
(dc Neo-Aurelianen),,"New Orleans, LA, USA",29.9510658,-90.0715323,,New Orleans,United States,Louisiana,Orleans Parish,Orleans Parish
"Sebež, BSSR",,"Sebezh, Pskov Oblast, Russia",56.2879589,28.4637918,,Sebezh,Russia,Pskov Oblast,Sebezhsky District,Sebezhsky District
(Alsace),,"Alsace, France",48.3181795,7.4416241,,,France,Grand Est,,
(Maine-et-L),,"Denée, France",47.377177,-0.611478,,Denée,France,Pays de la Loire,Maine-et-Loire,Maine-et-Loire
"Millencourt (qualis, Somme)",,"80300 Millencourt, France",50.001173,2.587479,80300,Millencourt,France,Hauts-de-France,Somme,Somme
(dc Colonien),,"Cologne, Germany",50.937531,6.9602786,,Cologne,Germany,North Rhine-Westphalia,Cologne,K
Steele (Rheinland),,"Steele, Essen, Germany",51.4485648,7.0792857,,Essen,Germany,North Rhine-Westphalia,Düsseldorf,Düsseldorf
"Staroe Selo, BSSR",,"Staroe Selo, Belarus",52.0846939,24.0991493,,Staroe Selo,Belarus,Brest Region,Zhabinka District,Zhabinka District
(dc Brugen),,"Bruges, Belgium",51.209348,3.2246995,,Bruges,Belgium,Flanders,West Flanders,WV
Townagh (Tyrone),,"Toonagh, Erinagh, Co. Clare, Ireland",52.8908189,-9.0393196,,,Ireland,County Clare,,
Dournon (Jura),,"39110 Dournon, France",46.933735,5.965676,39110,Dournon,France,Bourgogne-Franche-Comté,Jura,Jura
"Prez (qualis, Fribourg)",,"Prez-vers-Noréaz, Switzerland",46.7851897,7.0135143,,Prez-vers-Noréaz,Switzerland,Fribourg,Sarine District,Sarine District
Rohrbach (qualis O.Ö.),,"4150 Rohrbach, Austria",48.5724264,13.9892409,4150,Rohrbach,Austria,Upper Austria,Rohrbach District,Rohrbach District
"Hedersleben (qualis, Sachsen)",,"06295 Hedersleben, Germany",51.547959,11.6470998,6295,Hedersleben,Germany,Saxony-Anhalt,,
Longfield (Tyrone),,"Longfield, Clonmel, Co. Tipperary, Ireland",52.3698647,-7.7085495,,Clonmel,Ireland,County Tipperary,,
"Albany (qualis, USA)",,"Albany, NY, USA",42.6525793,-73.7562317,,Albany,United States,New York,Albany County,Albany County
"Paulton (qualis, Lancashire)",,"Poulton-le-Fylde, UK",53.843964,-2.986281,,Poulton-le-Fylde,United Kingdom,England,Lancashire,Lancashire
Beregsas (SI.sko),,"Beregsău Mare, Romania",45.7622127,21.0241428,,Beregsău Mare,Romania,Timiș County,Sacalaz,Sacalaz
Sienno (qualis Polska),,"Sienno, Poland",51.0877207,21.4766292,26,Sienno,Poland,Masovian Voivodeship,Lipsko County,Lipsko County
"Ratzlawitz (Neunkirchen, Morava)",,"751 11 Radslavice, Czechia",49.4781685,17.5165667,751 11,Radslavice,Czechia,Olomouc Region,Přerov District,Přerov District
(Syrie),,Syria,34.802075,38.996815,,,Syria,,,
"(Leinster, Ireland)",,"Leinster, Ireland",53.3271538,-7.5140841,,,Ireland,,,
(Bayern),,"Bavaria, Germany",48.7904472,11.4978895,,,Germany,Bavaria,,
Beaufort (Pas-de-C),,"73270 Beaufort, France",45.7171049,6.574292,73270,Beaufort,France,Auvergne-Rhône-Alpes,Savoie,Savoie
Karnervellach (Slovenija),,"4270 Koroška Bela, Slovenia",46.4282858,14.1008141,4270,Koroška Bela,Slovenia,Jesenice,,
(Aargau),,"Aargau, Switzerland",47.3876664,8.2554295,,,Switzerland,Aargau,,
"Lachy, Bia.",,"Lake Baikal, Russia",53.5587003,108.1649965,,,Russia,,,
Lieblitz (Čechy),,"Liebitz, Dreschvitz, Germany",54.4007072,13.213676,,Dreschvitz,Germany,Mecklenburg-Vorpommern,,
Nettleton (Lincoln),,"Nettleton, Market Rasen LN7, UK",53.4861319,-0.333289,LN7,Nettleton,United Kingdom,England,Lincolnshire,Lincolnshire
"Büren (qualis), Westfalen)",,"33142 Büren, Germany",51.55092,8.5597678,33142,Büren,Germany,North Rhine-Westphalia,Detmold,Detmold
Deva (Oviedo),,"Deva, Asturias, Spain",43.5066498,-5.5970341,,Deva,Spain,Asturias,Asturias,O
Bertail,,"Bertail, 48250 Luc, France",44.625527,3.862929,48250,Luc,France,Occitanie,Lozère,Lozère
"Wels, O.Ö",,"Wels, Austria",48.16542,14.03664,,Wels,Austria,Upper Austria,Wels,Wels
Valangany (dc Tanjoren),,"Velankanni, Tamil Nadu 611111, India",10.6819262,79.8436796,611111,Velankanni,India,Tamil Nadu,Nagapattinam,Nagapattinam
Gussenhoven,,"Orsmaal-Gussenhoven, 3350 Linter, Belgium",50.8033315,5.0620563,3350,Linter,Belgium,Flanders,Flemish Brabant,VB
Bergreichenstein (Čechy),,"341 92 Kašperské Hory, Czechia",49.1429001,13.5561642,341 92,Kašperské Hory,Czechia,Plzeň Region,Klatovy District,Klatovy District
Cornes,,"Corné, Loire-Authion, France",47.470827,-0.350232,,Loire-Authion,France,Pays de la Loire,Maine-et-Loire,Maine-et-Loire
St-Vincent (Laval),,"4881 Rue Saint-Jacques, Laval, QC H7C 1G6, Canada",45.6115083,-73.6502892,H7C 1G6,Laval,Canada,Québec,Laval,Laval
Valdocente (Braga),,"Braga, Portugal",41.5454486,-8.426507,,Braga,Portugal,Braga,,
Kanarya (Mscisław),,"Mscislaŭ, Belarus",54.0206321,31.7220403,,Mscislaŭ,Belarus,Mogilev Region,Mstsislaw District,Mstsislaw District
Braine-Le-Comte (Hainaut),,"7090 Braine-le-Comte, Belgium",50.60936,4.13484,7090,Braine-le-Comte,Belgium,Wallonia,Hainaut,HT
Liberek (Čechy),,"Liberec, Czechia",50.76628,15.0543387,,Liberec,Czechia,Liberec Region,Liberec District,Liberec District
"Stockum (qualis, Westfalen)",,"Stockum, Werne, Germany",51.6708676,7.6882325,,Werne,Germany,North Rhine-Westphalia,Arnsberg,Arnsberg
Elgin,,"Elgin, IL, USA",42.0354084,-88.2825668,,Elgin,United States,Illinois,Kane County,Kane County
Sinay (Fl Or),,"Sinaai, 9112 Sint-Niklaas, Belgium",51.1563307,4.0444238,9112,Sint-Niklaas,Belgium,Flanders,East Flanders,OV
"Campi
di Albareto (Parma)",,"43051 Campi, Province of Parma, Italy",44.4740591,9.7061995,43051,Campi,Italy,Emilia-Romagna,Province of Parma,PR
"Palausolitar
(Barcelona)",,"08184 Palau-solità i Plegamans, Barcelona, Spain",41.5839461,2.1804146,8184,Palau-solità i Plegamans,Spain,Catalonia,Barcelona,Barcelona
Gagnone,,"Via Orcesco, 28853 Druogno VB, Italy",46.1309957,8.4286393,28853,,Italy,Piemonte,Provincia del Verbano-Cusio-Ossola,VB
Henhart (O.Ö),,"Höhnhart, Austria",48.1654621,13.2679459,,Höhnhart,Austria,Upper Austria,Braunau am Inn District,Braunau am Inn District
Stvrtok na Žitnom Ostrove (Sl. sko),,"913 05 Štvrtok, Slovakia",48.8201745,17.8819262,913 05,Štvrtok,Slovakia,Trenčín Region,Trenčín District,Trenčín District
"Spitz, N.Ö",,"3620 Spitz, Austria",48.3617961,15.4159155,3620,Spitz,Austria,Lower Austria,Krems-Land District,Krems-Land District
(Čechy),,Czechia,49.817492,15.472962,,,Czechia,,,
Tumbo pr Pasto,,"Pasto, Guayanilla, Puerto Rico",18.1120877,-66.7933091,,,Puerto Rico,Guayanilla,Pasto,Pasto
"Montecorvino (qualis, Salerno)",,"84096 Montecorvino Rovella, SA, Italy",40.6971992,14.9740293,84096,Montecorvino Rovella,Italy,Campania,Province of Salerno,SA
Copón (Barcelona),,"Copons, 08289, Barcelona, Spain",41.6460892,1.5160212,8289,,Spain,Catalonia,Barcelona,Barcelona
"Steinhaus, O.Ö",,"Steinhaus, Austria",48.1154415,14.0202708,,Steinhaus,Austria,Upper Austria,Wels-Land District,Wels-Land District
Zeppenheim (Rheinland),,"Zeppenheimer Str., 40489 Düsseldorf, Germany",51.3015818,6.7618552,40489,Düsseldorf,Germany,Nordrhein-Westfalen,Düsseldorf,Düsseldorf
Neukirchen (qualis Bayern),,"93453 Neukirchen beim Heiligen Blut, Germany",49.2564327,12.9694915,93453,Neukirchen beim Heiligen Blut,Germany,Bavaria,Upper Palatinate,Upper Palatinate
Marta (Roma),,"01010 Marta, Lazio, VT, Italy",42.5338958,11.9246989,1010,"Marta, Lazio",Italy,Lazio,Province of Viterbo,VT
Nesen Zwaluvebuurt (N-Holland),,"Zwaluwenburg 4, 8084 PD 't Harde, Netherlands",52.4335825,5.8758345,8084 PD,t Harde,Netherlands,Gelderland,Elburg,Elburg
Setién (Santander),,"39719 Setien, Cantabria, Spain",43.421006,-3.7367382,39719,Setien,Spain,Cantabria,Cantabria,S
Olpe (qualis Westfalen),,"57462 Olpe, Germany",51.0282107,7.8502943,57462,Olpe,Germany,North Rhine-Westphalia,Arnsberg,Arnsberg
Po∤ock,,Poland,51.919438,19.145136,,,Poland,,,
Ooteghem (Fl Oc),,"Otegem, 8553 Zwevegem, Belgium",50.8081238,3.423881,8553,Zwevegem,Belgium,Flanders,West Flanders,WV
Carlow,,"Carlow, ON N7A 3Y2, Canada",43.776696,-81.629616,N7A 3Y2,Carlow,Canada,Ontario,Huron County,Huron County
Husseren (qualis H-Rhin),,"68420 Husseren-les-Châteaux, France",48.035154,7.279721,68420,Husseren-les-Châteaux,France,Grand Est,Haut-Rhin,Haut-Rhin
Balyroebuck (Wexford),,"Ballyroebuck, Co. Wexford, Ireland",52.6512862,-6.551104,,Ballyroebuck,Ireland,County Wexford,,
Ružmberk (Čechy),,"Státní hrad Rožmberk, 382 18 Rožmberk nad Vltavou, Czechia",48.6560958,14.3651455,382 18,Rožmberk nad Vltavou,Czechia,Jihočeský kraj,Český Krumlov,Český Krumlov
Faissynet,,"46310 Frayssinet, France",44.662436,1.480942,46310,Frayssinet,France,Occitanie,Lot,Lot
"Ballintemple (qualis, Cork)",,"Ballintemple, Cork, Ireland",51.894359,-8.4347619,,Cork,Ireland,County Cork,,
Beers (N-Brabant),,"5437 Beers, Netherlands",51.7262186,5.8254961,5437,Beers,Netherlands,North Brabant,Cuijk,Cuijk
St-Vincent (Luxembourg),,"Saint-Vincent, 6730 Tintigny, Belgium",49.6772976,5.4757436,6730,Tintigny,Belgium,Wallonie,Luxembourg,LX
"Žitmoir (Wolyn, USSR)",,"Zhytomyr, Zhytomyr Oblast, Ukraine, 10000",50.25465,28.6586669,10000,Zhytomyr,Ukraine,Zhytomyr Oblast,,
Flines-lès-Marchiennes (Nord),,"Flines-lez-Raches, France",50.426894,3.182975,,Flines-lez-Raches,France,Hauts-de-France,Nord,Nord
Hoerst (Bayern),,"25358 Horst, Germany",53.8104368,9.6261328,25358,Horst,Germany,Schleswig-Holstein,,
*Limacre (Limerick),,"Limerick, Ireland",52.6638367,-8.6267343,,Limerick,Ireland,County Limerick,,
Kappel (Westfalen),,"55483 Kappel, Germany",50.0003183,7.359717,55483,Kappel,Germany,Rhineland-Palatinate,,
(Schweiz),,Switzerland,46.818188,8.227512,,,Switzerland,,,
"Glatz, Kƚodzko Wrocƚ",,"Klodzko, Poland",50.4345636,16.6613941,57,Klodzko,Poland,Lower Silesian Voivodeship,Kłodzko County,Kłodzko County
"Gyllensfors (Smaland, Schweden)",,"712 91 Småland, Sweden",59.8266393,14.6802679,712 91,Småland,Sweden,Örebro County,,
Soriano (Roma),,"01038 Soriano nel Cimino, VT, Italy",42.4219398,12.2319048,1038,,Italy,Lazio,Province of Viterbo,VT
Amoreira (Beira-Baixa),,"Praia da Amoreira, Portugal",37.3498052,-8.8453109,,,Portugal,Faro District,,
Latum (Rheinland),,"Lank-Latum, 40668 Meerbusch, Germany",51.3062971,6.6804033,40668,Meerbusch,Germany,North Rhine-Westphalia,Düsseldorf,Düsseldorf
"Lotbinière, Qué.",,"Lotbinière, QC, Canada",46.6203892,-71.9154667,,Lotbinière,Canada,Quebec,Chaudière-Appalaches,Chaudière-Appalaches
Valle de Serrão (Beira Baixa),,"Vale Serrão, 3320 Pampilhosa da Serra, Portugal",40.0091725,-7.9579779,3320,Pampilhosa da Serra,Portugal,Coimbra,,
Tiefenbach,,"94113 Tiefenbach, Germany",48.623983,13.3988148,94113,Tiefenbach,Germany,Bavaria,Lower Bavaria,Lower Bavaria
Kamenec (Čechy),,"Kamenec 100, Jilešovice, 747 92 Háj ve Slezsku, Czechia",49.896646,18.14341,747 92,Háj ve Slezsku,Czechia,Moravskoslezský kraj,Opava,Opava
Fürstenthal (Bukovina),,"Voineasa 247750, Romania",45.4154928,23.963603,247750,Voineasa,Romania,Vâlcea County,Voineasa,Voineasa
Friescheim (Rheinland),,"Friesheim, 50374 Erftstadt, Germany",50.7572068,6.7732396,50374,Erftstadt,Germany,North Rhine-Westphalia,Cologne,K
"Annagh (qualis, Ireland)",,"Annagh, Co. Cavan, Ireland",54.1205322,-7.5643356,,,Ireland,County Cavan,,
Oiano (dc. Reatin),,"02025 Oiano, Province of Rieti, Italy",42.2634089,13.0835913,2025,Oiano,Italy,Lazio,Province of Rieti,RI
*Vallisblora (Nice),,"Nice, France",43.7101728,7.2619532,,Nice,France,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,Alpes-Maritimes
"Saint-David, Que",,"Saint-David, QC J0G 1L0, Canada",45.95,-72.8500001,J0G 1L0,Saint-David,Canada,Quebec,Le Bas-Richelieu Regional County Municipality,Le Bas-Richelieu Regional County Municipality
(Down),,"County Down, UK",54.3276987,-5.7157667,,,United Kingdom,Northern Ireland,,
"Valle del Socorro (Santander, Col.)",,"Socorro, Santander, Colombia",6.4450855,-73.2529464,,,Colombia,Santander,Socorro,Socorro
Oppenheim (Hessen-Nassau),,"55276 Oppenheim, Germany",49.8519223,8.3602742,55276,Oppenheim,Germany,Rhineland-Palatinate,Darmstadt,DA
Salies-de-Meur (B-Pyrenees),,"64270 Salies-de-Béarn, France",43.470556,-0.924854,64270,Salies-de-Béarn,France,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Pyrénées-Atlantiques
"Litin (Podole, RSFSR)",,"Lityn, Vinnytsia Oblast, Ukraine, 22300",49.3230985,28.0823146,22300,Lityn,Ukraine,Vinnytsia Oblast,Lityns'kyi district,Lityns'kyi district
Kaokiao (China),,"Shanghai, China",31.230416,121.473701,,Shanghai,China,Shanghai,,
Albarrol (Beira Alta),,"Albarrol, 3240 Ansião, Portugal",39.8978039,-8.4540545,3240,Ansião,Portugal,Leiria,,
Rassweiler (Rheinland),,"Am Gesundbrunnen 20, 74078 Heilbronn, Germany",49.15371,9.18981,74078,Heilbronn,Germany,Baden-Württemberg,Stuttgart,Süd
Berg,,"82335 Berg, Germany",47.9686314,11.3560278,82335,Berg,Germany,Bavaria,Upper Bavaria,Upper Bavaria
*Vierowanic (Morava),,Morava,49.5171851,17.2610756,,,,,,
Hässeldorft (Čechy),,"Hasseldorf, 17111 Lindenberg, Germany",53.7516931,13.0295661,17111,Lindenberg,Germany,Mecklenburg-Vorpommern,,
Liverpool (natione hibernus),,"Ground, Corn Exchange Building, Brunswick St, Liverpool L2 7TP, UK",53.4054635,-2.9919203,L2 7TP,,United Kingdom,England,Merseyside,Merseyside
(Louth),,"Commons, Louth Village, Ireland",53.9508,-6.54062,,Louth Village,Ireland,County Louth,,
(Monagham),,"Monaghan, Ireland",54.2492434,-6.9683082,,Monaghan,Ireland,County Monaghan,,
La-Tour-Landry (Maine et L),,"La Tourlandry, 49120 Chemillé-en-Anjou, France",47.142877,-0.698469,49120,Chemillé-en-Anjou,France,Pays de la Loire,Maine-et-Loire,Maine-et-Loire
Irus de Mena (Santander),,"Santander, Cantabria, Spain",43.4623057,-3.8099803,,Santander,Spain,Cantabria,Cantabria,S
"Muskagola, Kans.",,"Leavenworth, KS, USA",39.3111112,-94.9224637,,Leavenworth,United States,Kansas,Leavenworth County,Leavenworth County
Banagher (King's),,"Curraghavarna, Banagher, Co. Offaly, Ireland",53.1901112,-7.9861049,,Banagher,Ireland,County Offaly,,
Crombach,,"Crombach, 4784 St Vith, Belgium",50.2594213,6.068955,4784,Saint Vith,Belgium,Wallonia,Liege,LG
Schelabelle (Fl Or),,"Bastelare 110, 9080 Lochristi, Belgium",51.0963265,3.8875598,9080,Lochristi,Belgium,Vlaanderen,Oost-Vlaanderen,OV
"Reinbach, O.O.",,"5600 Reinbach, Austria",47.3480587,13.1914681,5600,Reinbach,Austria,Salzburg,Sankt Johann im Pongau,St. Johann im Pongau
Niederlangenau (Cechy),,"543 41 Dolní Lánov, Czechia",50.5869953,15.6643262,543 41,Dolní Lánov,Czechia,Hradec Králové Region,Trutnov District,Trutnov District
Zirklach (Slovenija),,"Cerklje, 4207 Cerklje na Gorenjskem, Slovenia",46.253604,14.482607,4207,,Slovenia,Kranj,,
(Me.),,"Maine, USA",45.253783,-69.4454689,,,United States,Maine,,
Sta Marta (dc Arequipen),,"Calle Sta. Marta, Arequipa 04001, Peru",-16.3975943,-71.5321737,4001,Arequipa,Peru,Arequipa,Arequipa,Arequipa
Roma (natione gallus),,"Rome, Metropolitan City of Rome, Italy",41.9027835,12.4963655,,Rome,Italy,Lazio,Metropolitan City of Rome,RM
"Przysietnica, Krak. , Rzesz.",,"Przysietnica, Poland",49.7315895,22.0605853,36,Przysietnica,Poland,Podkarpackie Voivodeship,Brzozów County,Brzozów County
(Australia),,Australia,-25.274398,133.775136,,,Australia,,,
"Peurbach, O.Ö.",,"4722 Peuerbach, Austria",48.3447243,13.7708033,4722,Peuerbach,Austria,Upper Austria,Grieskirchen District,Grieskirchen District
"Stara Huta, Warz",,"83-328 Stara Huta, Poland",54.4241107,18.0548342,83-328,Stara Huta,Poland,Pomeranian Voivodeship,Kartuzy County,Kartuzy County
"Pine Bluff, Kans.",,,,,,,,,,
Moinho do Alho (Extremadura),,"Extremadura, Spain",39.4937392,-6.0679194,,,Spain,Extremadura,,
"Yamaska, Qué.",,"Yamaska, QC J0G, Canada",46.0049361,-72.9203846,J0G,Yamaska,Canada,Quebec,Le Bas-Richelieu Regional County Municipality,Le Bas-Richelieu Regional County Municipality
Oschin (Schlesien),,"Osiny, Poland",51.4641912,22.0711607,24,Osiny,Poland,Lublin Voivodeship,Puławy County,Puławy County
"Pohlom-Würt Polomia, Kat",,"Połomia, Poland",50.4841221,18.713137,42,Połomia,Poland,Silesian Voivodeship,Tarnowskie Góry County,Tarnowskie Góry County
Labrugnière (Tarn),,"81290 Labruguière, France",43.539641,2.263037,81290,Labruguière,France,Occitanie,Tarn,Tarn
Torella (Sunt 2),,"83057 Torella dei Lombardi, Province of Avellino, Italy",40.9397228,15.1161202,83057,Torella dei Lombardi,Italy,Campania,Province of Avellino,AV
Podkamień (qualis Polska),,"Podkamień, Poland",50.4349066,17.3410769,48,Podkamień,Poland,Opole Voivodeship,Nysa County,Nysa County
Lowçcice (Polska),,"Łosice, Poland",52.2115649,22.7184846,8,Łosice,Poland,Masovian Voivodeship,Łosice County,Łosice County
Freivalde (Čechy),,"790 01 Jesenik, Czechia",50.2246249,17.1980471,790 01,Jesenik,Czechia,Olomouc Region,Jeseník District,Jeseník District
Nocera (qualis Salerno),,"84014 Nocera Inferiore, SA, Italy",40.7460596,14.6474887,84014,Nocera Inferiore,Italy,Campania,Province of Salerno,SA
Marsico (qualis Potenza),,"85052 Marsico Nuovo, Province of Potenza, Italy",40.4222086,15.733473,85052,Marsico Nuovo,Italy,Basilicata,Province of Potenza,PZ
St-Germain (Lot),,"Saint-Germain-en-Laye, France",48.898908,2.093761,,Saint-Germain-en-Laye,France,Île-de-France,Yvelines,Yvelines
Kadri (Kanará),,"Kadri, Mangalore, Karnataka, India",12.8804608,74.8591578,,Mangalore,India,Karnataka,Dakshina Kannada,Dakshina Kannada
AltEbersdorf (Österreichische Schlesien),,"96237 Ebersdorf bei Coburg, Germany",50.2208366,11.0713862,96237,Ebersdorf bei Coburg,Germany,Bavaria,Upper Franconia,Upper Franconia
Chevron (Savoie),,"Savoie, France",45.4932045,6.4724,,,France,Auvergne-Rhône-Alpes,Savoie,Savoie
Lama-Lunga (Tras-os-Montes),,"Lamalunga, Metropolitan City of Bari, Italy",40.869201,17.3442307,,Lamalunga,Italy,Apulia,Metropolitan City of Bari,BA
Bocholt (Westfalen),,"Bocholt, Germany",51.8384277,6.6150917,,Bocholt,Germany,North Rhine-Westphalia,Münster,MS
Aloisburg (Čechy),,"Anderleho 837/14, 198 00 Praha 14-Černý Most, Czechia",50.104476,14.5638847,198 00,,Czechia,Hlavní město Praha,Hlavní město Praha,Hlavní město Praha
Parada (Minho),,"Parada, 4980-020 Pte. da Barca, Portugal",41.8623999,-8.218562,4980-020,Ponte da Barca,Portugal,Viana do Castelo,,
Sand (B-Rhin),,"67230 Sand, France",48.382667,7.614524,67230,Sand,France,Grand Est,Bas-Rhin,Bas-Rhin
St. Germain-en-Cogles (Ille-et-V),,"35133 Saint-Germain-en-Coglès, France",48.403835,-1.262785,35133,Saint-Germain-en-Coglès,France,Brittany,Ille-et-Vilaine,Ille-et-Vilaine
Avire (Maine-et-L),,"Aviré, 49500 Segré-en-Anjou Bleu, France",47.70588,-0.795824,49500,Segré-en-Anjou Bleu,France,Pays de la Loire,Maine-et-Loire,Maine-et-Loire
"Brenna, Kat.",,"Brenna, Poland",49.7184394,18.9436714,43,Brenna,Poland,Silesian Voivodeship,Cieszyn County,Cieszyn County
Stotzheim (qualis Rheinland),,"Stotzheim, 53881 Euskirchen, Germany",50.6271405,6.8133007,53881,Euskirchen,Germany,North Rhine-Westphalia,Cologne,K
(Tasmania),,"Tasmania, Australia",-41.4545196,145.9706647,,,Australia,Tasmania,,
Liskova (Sl.sko),,"034 81 Lisková, Slovakia",49.0879716,19.3513191,034 81,Lisková,Slovakia,Žilina Region,Ružomberok District,Ružomberok District
"Stein, N.O.",,"8282 Stein, Austria",46.9998487,16.0838225,8282,Stein,Austria,Styria,Fürstenfeld,Fürstenfeld
Lucavice (Cechy),,"561 51 Lukavice, Czechia",50.0602864,16.4820769,561 51,Lukavice,Czechia,Pardubice Region,Ústí nad Orlicí District,Ústí nad Orlicí District
"Aschack, O.O.",,"Aschach an der Donau, Austria",48.3641034,14.0193903,,Aschach an der Donau,Austria,Upper Austria,Eferding District,Eferding District
Goalundo (Bengala Inf),,"Goalanda, Bangladesh",23.7219232,89.7615426,,Goalanda,Bangladesh,Dhaka Division,Rajbari District,Rajbari District
Gora(qualis Polska),,"Góra, Poland",51.669945,16.5376529,56,Góra,Poland,Lower Silesian Voivodeship,Góra County,Góra County
Valde-Prazeres (Beira-Baixa),,"6230-788 Vale de Prazeres, Portugal",40.1105973,-7.4308584,6230-788,Vale de Prazeres,Portugal,Castelo Branco,,
Fonghoangchau (Liangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Nitritz-Dorf (Schlesien),,"Niedoradz, Poland",51.8705844,15.6679435,66,Niedoradz,Poland,Lubusz Voivodeship,Nowa Sól County,Nowa Sól County
Desertereight (Tyrone),,"Dungannon, UK",54.5082725,-6.7669352,,Dungannon,United Kingdom,Northern Ireland,Mid Ulster,Mid Ulster
"Dürmaul (Plan, Čechy)",,"Trmová, 330 13 Trnová-Stýskaly, Czechia",49.861897,13.318202,330 13,Trnová,Czechia,Plzeňský kraj,Plzeň-sever,Plzeň-sever
Niederrathen (Schlesien),,"Niederrathen, 01824 Rathen, Germany",50.958618,14.0861041,1824,Rathen,Germany,Sachsen,Dresden,DD
